ciudad,redaccion,fecha,temperatura,texto_madrugada,texto_mañana,texto_tarde,texto_noche,icono_madrugada,icono_mañana,icono_tarde,icono_noche
La Unión,Información redactada el día jueves 22 a las 15:27 hrs.,domingo 25,11/30,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado,despejadonoche.png,despejado.png,viento2540.png,despejadonoche.png
La Unión,Información redactada el día jueves 22 a las 15:27 hrs.,lunes 26,13/28,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
La Unión,Información redactada el día jueves 22 a las 15:27 hrs.,martes 27,10/27,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Lago Ranco,Información redactada el día jueves 22 a las 15:26 hrs.,viernes 23,8/16,Nubosidad parcial,Nubosidad parcial,Despejado con viento entre 40 y 60 km/h,Despejado,parcialaltanoche.png,parcialalta.png,viento4060.png,despejadonoche.png
Lago Ranco,Información redactada el día jueves 22 a las 15:26 hrs.,sábado 24,7/28,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado,despejadonoche.png,despejado.png,viento2540.png,despejadonoche.png
Lago Ranco,Información redactada el día jueves 22 a las 15:26 hrs.,domingo 25,10/30,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Lago Ranco,Información redactada el día jueves 22 a las 15:26 hrs.,lunes 26,12/27,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Lago Ranco,Información redactada el día jueves 22 a las 15:26 hrs.,martes 27,10/25,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Osorno,Información redactada el día jueves 22 a las 15:28 hrs.,viernes 23,7/17,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Osorno,Información redactada el día jueves 22 a las 15:28 hrs.,sábado 24,9/26,Despejado,Despejado,Despejado con viento entre 40 y 60 km/h,Despejado,despejadonoche.png,despejado.png,viento4060.png,despejadonoche.png
Osorno,Información redactada el día jueves 22 a las 15:28 hrs.,domingo 25,10/30,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Osorno,Información redactada el día jueves 22 a las 15:28 hrs.,lunes 26,12/27,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Osorno,Información redactada el día jueves 22 a las 15:28 hrs.,martes 27,10/25,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Montt,Información redactada el día jueves 22 a las 15:29 hrs.,viernes 23,6/14,Nublado y chubascos débiles,Nublado y chubascos débiles,Nublado y chubascos aislados,Nubosidad parcial,chubascos.png,chubascos.png,chubascos.png,parcialaltanoche.png
Puerto Montt,Información redactada el día jueves 22 a las 15:29 hrs.,sábado 24,9/18,Despejado,Despejado,Despejado con viento entre 40 y 60 km/h,Despejado,despejadonoche.png,despejado.png,viento4060.png,despejadonoche.png
Puerto Montt,Información redactada el día jueves 22 a las 15:29 hrs.,domingo 25,11/24,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Montt,Información redactada el día jueves 22 a las 15:29 hrs.,lunes 26,12/22,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Puerto Montt,Información redactada el día jueves 22 a las 15:29 hrs.,martes 27,10/17,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Cochamó,Información redactada el día jueves 22 a las 15:30 hrs.,viernes 23,7/18,Nublado y chubascos débiles,Nublado y chubascos débiles,Nublado y chubascos débiles,Nubosidad parcial,chubascos.png,chubascos.png,chubascos.png,parcialaltanoche.png
Cochamó,Información redactada el día jueves 22 a las 15:30 hrs.,sábado 24,9/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Cochamó,Información redactada el día jueves 22 a las 15:30 hrs.,domingo 25,12/27,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Cochamó,Información redactada el día jueves 22 a las 15:30 hrs.,lunes 26,13/25,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Cochamó,Información redactada el día jueves 22 a las 15:30 hrs.,martes 27,11/20,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Ancud,Información redactada el día jueves 22 a las 15:31 hrs.,viernes 23,8/16,Nubosidad parcial,Nubosidad parcial,Nublado y chubascos aislados,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,chubascos.png,parcialaltanoche.png
Ancud,Información redactada el día jueves 22 a las 15:31 hrs.,sábado 24,7/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Ancud,Información redactada el día jueves 22 a las 15:31 hrs.,domingo 25,12/26,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Ancud,Información redactada el día jueves 22 a las 15:31 hrs.,lunes 26,13/23,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Ancud,Información redactada el día jueves 22 a las 15:31 hrs.,martes 27,10/20,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Castro,Información redactada el día jueves 22 a las 15:32 hrs.,viernes 23,7/17,Nubosidad parcial,Nubosidad parcial,Nublado y chubascos aislados,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,chubascos.png,parcialaltanoche.png
Castro,Información redactada el día jueves 22 a las 15:32 hrs.,sábado 24,6/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Castro,Información redactada el día jueves 22 a las 15:32 hrs.,domingo 25,12/26,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Castro,Información redactada el día jueves 22 a las 15:32 hrs.,lunes 26,13/22,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Castro,Información redactada el día jueves 22 a las 15:32 hrs.,martes 27,10/19,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Chaitén,Información redactada el día jueves 22 a las 15:33 hrs.,viernes 23,7/15,Nublado y chubascos débiles,Nublado y chubascos débiles,Nublado y chubascos débiles,Nubosidad parcial,chubascos.png,chubascos.png,chubascos.png,parcialaltanoche.png
Chaitén,Información redactada el día jueves 22 a las 15:33 hrs.,sábado 24,6/21,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Chaitén,Información redactada el día jueves 22 a las 15:33 hrs.,domingo 25,11/24,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Chaitén,Información redactada el día jueves 22 a las 15:33 hrs.,lunes 26,13/20,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Chaitén,Información redactada el día jueves 22 a las 15:33 hrs.,martes 27,10/18,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Quellón,Información redactada el día jueves 22 a las 15:34 hrs.,viernes 23,8/15,Nubosidad parcial,Nubosidad parcial,Nublado y chubascos aislados,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,chubascos.png,parcialaltanoche.png
Quellón,Información redactada el día jueves 22 a las 15:34 hrs.,sábado 24,9/20,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Quellón,Información redactada el día jueves 22 a las 15:34 hrs.,domingo 25,12/25,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Quellón,Información redactada el día jueves 22 a las 15:34 hrs.,lunes 26,11/21,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Quellón,Información redactada el día jueves 22 a las 15:34 hrs.,martes 27,10/19,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Futaleufú,Información redactada el día jueves 22 a las 15:35 hrs.,viernes 23,6/15,Nublado y chubascos débiles,Nublado y chubascos débiles,Nubosidad parcial,Nubosidad parcial,chubascos.png,chubascos.png,parcialalta.png,parcialaltanoche.png
Futaleufú,Información redactada el día jueves 22 a las 15:35 hrs.,sábado 24,5/23,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Futaleufú,Información redactada el día jueves 22 a las 15:35 hrs.,domingo 25,12/28,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Futaleufú,Información redactada el día jueves 22 a las 15:35 hrs.,lunes 26,14/27,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Futaleufú,Información redactada el día jueves 22 a las 15:35 hrs.,martes 27,11/25,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Melinka,Información redactada el día jueves 22 a las 15:37 hrs.,viernes 23,8/15,Nubosidad parcial,Nublado y chubascos débiles,Nublado y chubascos débiles,Nubosidad parcial,parcialaltanoche.png,chubascos.png,chubascos.png,parcialaltanoche.png
Melinka,Información redactada el día jueves 22 a las 15:37 hrs.,sábado 24,11/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Melinka,Información redactada el día jueves 22 a las 15:37 hrs.,domingo 25,14/25,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Melinka,Información redactada el día jueves 22 a las 15:37 hrs.,lunes 26,13/21,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Melinka,Información redactada el día jueves 22 a las 15:37 hrs.,martes 27,9/19,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Lago Verde,Información redactada el día jueves 22 a las 15:37 hrs.,viernes 23,6/15,Nublado y chubascos débiles,Nublado y chubascos débiles,Nublado y chubascos débiles,Nubosidad parcial,chubascos.png,chubascos.png,chubascos.png,parcialaltanoche.png
Lago Verde,Información redactada el día jueves 22 a las 15:37 hrs.,sábado 24,6/24,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Lago Verde,Información redactada el día jueves 22 a las 15:37 hrs.,domingo 25,13/28,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Lago Verde,Información redactada el día jueves 22 a las 15:37 hrs.,lunes 26,12/24,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Lago Verde,Información redactada el día jueves 22 a las 15:37 hrs.,martes 27,10/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Aysén,Información redactada el día jueves 22 a las 15:38 hrs.,viernes 23,8/16,Nublado y chubascos,Nublado y chubascos,Nublado y chubascos,Nubosidad parcial,chubascos.png,chubascos.png,chubascos.png,parcialaltanoche.png
Puerto Aysén,Información redactada el día jueves 22 a las 15:38 hrs.,sábado 24,9/23,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Puerto Aysén,Información redactada el día jueves 22 a las 15:38 hrs.,domingo 25,14/26,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Aysén,Información redactada el día jueves 22 a las 15:38 hrs.,lunes 26,12/23,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Aysén,Información redactada el día jueves 22 a las 15:38 hrs.,martes 27,10/21,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Cisnes,Información redactada el día jueves 22 a las 15:38 hrs.,viernes 23,8/16,Nublado y chubascos,Nublado y chubascos,Nublado y chubascos,Nubosidad parcial,chubascos.png,chubascos.png,chubascos.png,parcialaltanoche.png
Puerto Cisnes,Información redactada el día jueves 22 a las 15:38 hrs.,sábado 24,9/23,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Puerto Cisnes,Información redactada el día jueves 22 a las 15:38 hrs.,domingo 25,14/26,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Cisnes,Información redactada el día jueves 22 a las 15:38 hrs.,lunes 26,12/23,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Cisnes,Información redactada el día jueves 22 a las 15:38 hrs.,martes 27,10/21,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Coyhaique,Información redactada el día jueves 22 a las 15:39 hrs.,viernes 23,5/15,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Coyhaique,Información redactada el día jueves 22 a las 15:39 hrs.,sábado 24,7/25,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Coyhaique,Información redactada el día jueves 22 a las 15:39 hrs.,domingo 25,12/29,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Coyhaique,Información redactada el día jueves 22 a las 15:39 hrs.,lunes 26,10/25,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Coyhaique,Información redactada el día jueves 22 a las 15:39 hrs.,martes 27,8/23,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Balmaceda,Información redactada el día jueves 22 a las 15:40 hrs.,viernes 23,5/15,Nubosidad parcial,Nubosidad parcial,Despejado con viento entre 40 y 60 km/h,Despejado,parcialaltanoche.png,parcialalta.png,viento4060.png,despejadonoche.png
Balmaceda,Información redactada el día jueves 22 a las 15:40 hrs.,sábado 24,6/23,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Balmaceda,Información redactada el día jueves 22 a las 15:40 hrs.,domingo 25,13/26,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Balmaceda,Información redactada el día jueves 22 a las 15:40 hrs.,lunes 26,12/20,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Balmaceda,Información redactada el día jueves 22 a las 15:40 hrs.,martes 27,10/18,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Ingeniero Ibáñez,Información redactada el día jueves 22 a las 15:41 hrs.,viernes 23,6/16,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Puerto Ingeniero Ibáñez,Información redactada el día jueves 22 a las 15:41 hrs.,sábado 24,8/24,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Ingeniero Ibáñez,Información redactada el día jueves 22 a las 15:41 hrs.,domingo 25,14/26,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Ingeniero Ibáñez,Información redactada el día jueves 22 a las 15:41 hrs.,lunes 26,12/24,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Puerto Ingeniero Ibáñez,Información redactada el día jueves 22 a las 15:41 hrs.,martes 27,10/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Chile Chico,Información redactada el día jueves 22 a las 15:42 hrs.,viernes 23,4/16,Nubosidad parcial,Nubosidad parcial,Despejado con viento entre 40 y 60 km/h,Despejado,parcialaltanoche.png,parcialalta.png,viento4060.png,despejadonoche.png
Chile Chico,Información redactada el día jueves 22 a las 15:42 hrs.,sábado 24,6/24,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Chile Chico,Información redactada el día jueves 22 a las 15:42 hrs.,domingo 25,14/26,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Chile Chico,Información redactada el día jueves 22 a las 15:42 hrs.,lunes 26,12/24,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Chile Chico,Información redactada el día jueves 22 a las 15:42 hrs.,martes 27,10/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Cochrane,Información redactada el día jueves 22 a las 15:43 hrs.,viernes 23,4/14,Nublado y chubascos débiles,Nublado y chubascos débiles,Nubosidad parcial,Nubosidad parcial,chubascos.png,chubascos.png,parcialalta.png,parcialaltanoche.png
Cochrane,Información redactada el día jueves 22 a las 15:43 hrs.,sábado 24,6/21,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Cochrane,Información redactada el día jueves 22 a las 15:43 hrs.,domingo 25,11/24,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Cochrane,Información redactada el día jueves 22 a las 15:43 hrs.,lunes 26,9/21,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Cochrane,Información redactada el día jueves 22 a las 15:43 hrs.,martes 27,7/19,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Caleta Tortel,Información redactada el día jueves 22 a las 15:44 hrs.,viernes 23,6/12,Nublado y chubascos débiles,Nublado y chubascos débiles,Nublado y chubascos débiles,Nublado,chubascos.png,chubascos.png,chubascos.png,parcialnoche.png
Caleta Tortel,Información redactada el día jueves 22 a las 15:44 hrs.,sábado 24,9/17,Nublado,Nublado,Nublado y chubascos débiles,Nublado y chubascos débiles,parcialnoche.png,parcial.png,chubascos.png,chubascos.png
Caleta Tortel,Información redactada el día jueves 22 a las 15:44 hrs.,domingo 25,11/20,Nublado y chubascos débiles,Nublado y chubascos débiles,Nubosidad parcial,Nubosidad parcial,chubascos.png,chubascos.png,parcialalta.png,parcialaltanoche.png
Caleta Tortel,Información redactada el día jueves 22 a las 15:44 hrs.,lunes 26,9/18,Nublado y chubascos débiles,Nublado y chubascos débiles,Nubosidad parcial,Nubosidad parcial,chubascos.png,chubascos.png,parcialalta.png,parcialaltanoche.png
Caleta Tortel,Información redactada el día jueves 22 a las 15:44 hrs.,martes 27,5/16,Nublado,Nublado,Nublado,Nublado,parcialnoche.png,parcial.png,parcial.png,parcialnoche.png
Villa O'Higgins,Información redactada el día jueves 22 a las 15:46 hrs.,viernes 23,3/11,Nublado y chubascos débiles,Nublado y chubascos débiles,Nubosidad parcial con viento entre 40 y 60 km/h,Nubosidad parcial,chubascos.png,chubascos.png,viento4060.png,parcialaltanoche.png
Villa O'Higgins,Información redactada el día jueves 22 a las 15:46 hrs.,sábado 24,7/16,Nublado,Nublado,Nublado,Nublado,parcialnoche.png,parcial.png,parcial.png,parcialnoche.png
Villa O'Higgins,Información redactada el día jueves 22 a las 15:46 hrs.,domingo 25,10/21,Nublado,Nublado,Nubosidad parcial,Nubosidad parcial,parcialnoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Villa O'Higgins,Información redactada el día jueves 22 a las 15:46 hrs.,lunes 26,9/17,Nublado y chubascos débiles,Nublado y chubascos débiles,Nubosidad parcial,Nubosidad parcial,chubascos.png,chubascos.png,parcialalta.png,parcialaltanoche.png
Villa O'Higgins,Información redactada el día jueves 22 a las 15:46 hrs.,martes 27,5/15,Nublado,Nublado,Nubosidad parcial,Nubosidad parcial,parcialnoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Torres del Paine,Información redactada el día jueves 22 a las 16:36 hrs.,viernes 23,7/14,Nublado y chubascos débiles,Nubosidad parcial y chubascos débiles,Nubosidad parcial y chubascos débiles,Nublado,chubascos.png,solparciallluvia.png,solparciallluvia.png,parcialnoche.png
Torres del Paine,Información redactada el día jueves 22 a las 16:36 hrs.,sábado 24,8/15,Nublado y chubascos débiles,Nublado,Nublado y chubascos débiles,Nubosidad parcial y chubascos débiles,chubascos.png,parcial.png,chubascos.png,lluvianoche.png
Torres del Paine,Información redactada el día jueves 22 a las 16:36 hrs.,domingo 25,5/19,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nublado,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialnoche.png
Torres del Paine,Información redactada el día jueves 22 a las 16:36 hrs.,lunes 26,6/14,Nublado,Nublado y chubascos débiles con viento entre 60 y 80 km/h,Nublado y chubascos con viento entre 60 y 80 km/h,Nublado y chubascos con viento entre 40 y 60 km/h,parcialnoche.png,vientolluvia6080.png,vientolluvia6080.png,chubascos.png
Torres del Paine,Información redactada el día jueves 22 a las 16:36 hrs.,martes 27,4/11,Nublado y chubascos con viento entre 25 y 40 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,chubascos.png,chubascos.png,chubascos.png,chubascos.png
Puerto Natales,Información redactada el día jueves 22 a las 16:30 hrs.,viernes 23,4/15,Nublado y chubascos débiles con viento entre 60 y 80 km/h,Nublado con viento entre 60 y 80 km/h,Nubosidad parcial con viento entre 40 y 60 km/h,Nublado,vientolluvia6080.png,viento6080.png,parcialalta.png,parcialnoche.png
Puerto Natales,Información redactada el día jueves 22 a las 16:30 hrs.,sábado 24,6/17,Nublado,Nublado,Nublado y chubascos débiles,Nubosidad parcial y chubascos débiles con viento entre 25 y 40 km/h,parcialnoche.png,parcial.png,chubascos.png,lluvianoche.png
Puerto Natales,Información redactada el día jueves 22 a las 16:30 hrs.,domingo 25,4/19,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Puerto Natales,Información redactada el día jueves 22 a las 16:30 hrs.,lunes 26,7/12,Nublado,Nublado y chubascos débiles con viento entre 60 y 80 km/h,Nublado y chubascos con viento entre 60 y 80 km/h,Nublado y chubascos débiles con viento entre 60 y 80 km/h,parcialnoche.png,vientolluvia6080.png,vientolluvia6080.png,vientolluvia6080.png
Puerto Natales,Información redactada el día jueves 22 a las 16:30 hrs.,martes 27,4/12,Nublado y chubascos débiles con viento entre 40 y 60 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,chubascos.png,chubascos.png,chubascos.png,chubascos.png
Punta Arenas,Información redactada el día jueves 22 a las 16:20 hrs.,viernes 23,6/15,Nublado y chubascos débiles con viento entre 80 y 94 km/h,Nublado y chubascos débiles con viento entre 80 y 94 km/h,Nubosidad parcial con viento entre 60 y 80 km/h,Nublado con viento entre 40 y 60 km/h,vientolluvia8094.png,vientolluvia8094.png,viento6080.png,parcialnoche.png
Punta Arenas,Información redactada el día jueves 22 a las 16:20 hrs.,sábado 24,7/18,Nublado con viento entre 25 y 40 km/h,Nublado con viento entre 25 y 40 km/h,Nublado con viento entre 25 y 40 km/h,Nubosidad parcial con viento entre 25 y 40 km/h,parcialnoche.png,parcial.png,parcial.png,parcialaltanoche.png
Punta Arenas,Información redactada el día jueves 22 a las 16:20 hrs.,domingo 25,7/15,Nubosidad parcial con viento entre 25 y 40 km/h,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,pocasnubesnoche.png,pocasnubes.png,parcialalta.png,parcialaltanoche.png
Punta Arenas,Información redactada el día jueves 22 a las 16:20 hrs.,lunes 26,8/13,Nublado,Nublado con viento entre 25 y 40 km/h,Nublado y chubascos débiles con viento entre 60 y 80 km/h,Nublado y chubascos débiles con viento entre 60 y 80 km/h,parcialnoche.png,parcial.png,vientolluvia6080.png,vientolluvia6080.png
Punta Arenas,Información redactada el día jueves 22 a las 16:20 hrs.,martes 27,5/13,Nubosidad parcial y chubascos débiles con viento entre 60 y 80 km/h,Nubosidad parcial y chubascos débiles con viento entre 60 y 80 km/h,Nubosidad parcial y chubascos débiles con viento entre 60 y 80 km/h,Nublado y chubascos débiles con viento entre 60 y 80 km/h,vientolluvia6080.png,vientolluvia6080.png,vientolluvia6080.png,vientolluvia6080.png
Porvenir,Información redactada el día jueves 22 a las 16:25 hrs.,viernes 23,5/14,Nublado y chubascos con viento entre 60 y 80 km/h,Nublado y chubascos débiles con viento entre 80 y 94 km/h,Nubosidad parcial con viento entre 60 y 80 km/h,Nublado con viento entre 40 y 60 km/h,vientolluvia6080.png,vientolluvia8094.png,viento6080.png,parcialnoche.png
Porvenir,Información redactada el día jueves 22 a las 16:25 hrs.,sábado 24,6/18,Nublado,Nublado con viento entre 25 y 40 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,Nubosidad parcial con viento entre 40 y 60 km/h,parcialnoche.png,parcial.png,chubascos.png,parcialaltanoche.png
Porvenir,Información redactada el día jueves 22 a las 16:25 hrs.,domingo 25,6/18,Nubosidad parcial con viento entre 40 y 60 km/h,Nubosidad parcial con viento entre 40 y 60 km/h,Nubosidad parcial con viento entre 40 y 60 km/h,Nublado,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialnoche.png
Porvenir,Información redactada el día jueves 22 a las 16:25 hrs.,lunes 26,7/12,Nublado,Nublado con viento entre 25 y 40 km/h,Nublado y chubascos débiles con viento entre 40 y 60 km/h,Nublado y chubascos débiles con viento entre 60 y 80 km/h,parcialnoche.png,parcial.png,chubascos.png,vientolluvia6080.png
Porvenir,Información redactada el día jueves 22 a las 16:25 hrs.,martes 27,5/12,Nubosidad parcial y chubascos débiles con viento entre 60 y 80 km/h,Nubosidad parcial y chubascos débiles con viento entre 60 y 80 km/h,Nubosidad parcial y chubascos débiles con viento entre 60 y 80 km/h,Nublado y chubascos débiles con viento entre 60 y 80 km/h,vientolluvia6080.png,vientolluvia6080.png,vientolluvia6080.png,vientolluvia8094.png
